Make,Variant,Length (ft),Geographic Region,Country/Region/State ,Listing Price (USD),Year,IsCatamarans,LOA,LWL,Beam,SA,Draft,Displacement,GDP,Gini,YearDis
Hanse,388,37,Europe,Croatia,179775,2019,0,11.41,10.4,3.9,71.91,2.03,8090,15331,33.4,1
Bavaria,Cruiser 46,46,Europe,Croatia,179821,2014,0,14.27,12.74,4.35,107.95,2.1,12600,15331,33.4,6
Bavaria,50 Cruiser,49,Europe,Croatia,180382,2007,0,14.99,13.86,4.67,116.59,1.85,12600,15331,33.4,13
Bavaria,41 Cruiser,40,Europe,Croatia,180382,2014,0,12.35,10.75,3.96,81.94,2.05,8680,15331,33.4,6
Jeanneau,Sun Odyssey 469,46,Europe,Croatia,180382,2014,0,14.05,12.54,4.49,92.9,2.24,10809,15331,33.4,6
Beneteau,Oceanis 48,48,Europe,Croatia,180382,2015,0,14.61,13.11,4.75,104.42,2.16,13296,15331,33.4,5
Hanse,495,50,Europe,Croatia,180965,2011,0,15.4,13.54,4.75,113.62,2.38,14000,15331,33.4,9
Hanse,495,50,Europe,Croatia,180990,2011,0,15.4,13.54,4.75,113.62,2.38,14000,15331,33.4,9
Elan,40 Impression,39,Europe,Croatia,180990,2018,0,11.9,10,3.91,76.02,1.8,8000,15331,33.4,2
Elan,450,44,Europe,Croatia,182015,2008,0,13.6,12.52,4.36,94.58,2.25,11302,15331,33.4,12
Elan,494 Impression,49,Europe,Croatia,182180,2013,0,14.85,13.76,4.68,109.07,2.23,14000,15331,33.4,7
Beneteau,Oceanis 50.5,50,Europe,Croatia,182204,2011,0,16.78,15.16,4.96,106,2.3,16900,15331,33.4,9
Hanse,495,50,Europe,Croatia,182204,2011,0,15.4,13.54,4.75,113.62,2.38,14000,15331,33.4,9
Dufour,450 GL,44,Europe,Croatia,182204,2014,0,13.5,11.92,4.35,93.92,2.2,10275,15331,33.4,6
Elan,Impression 45,44,Europe,Croatia,182204,2016,0,13.85,11.44,4.18,99.26,1.9,10900,15331,33.4,4
Jeanneau,Sun Odyssey 45,45,Europe,Croatia,187063,2005,0,13.72,11.61,4.37,100.6,2.05,9900,15331,33.4,15
Nautitech,40,39.5,Europe,Croatia,188131,2005,1,12.09,12.09,6.48,86.96,1.19,7400,15331,33.4,15
Nautitech,40,39.5,Europe,Croatia,188252,2005,1,12.09,12.09,6.48,86.96,1.19,7400,15331,33.4,15
Bavaria,51 Cruiser,49,Europe,Croatia,188278,2015,0,15,13.45,4.49,127.37,1.85,12600,15331,33.4,5
Dufour,460 GL,46,Europe,Croatia,188278,2016,0,14.15,12.54,4.5,99.68,2.2,10760,15331,33.4,4
Dufour,460 GL,46,Europe,Croatia,188326,2015,0,14.15,12.54,4.5,99.68,2.2,10760,15331,33.4,5
Jeanneau,Sun Odyssey 449,45,Europe,Croatia,189467,2018,0,13.74,11.99,4.22,90.95,2.19,9640,15331,33.4,2
Nautitech,40,39.5,Europe,Croatia,191772,2008,1,12.09,12.09,6.48,86.96,1.19,7400,15331,33.4,12
Jeanneau,53,53,Europe,Croatia,191922,2012,0,10.75,7.3,3.1,60,1.72,4200,15331,33.4,8
Jeanneau,53,53,Europe,Croatia,191930,2012,0,10.75,7.3,3.1,60,1.72,4200,15331,33.4,8
Hanse,470e,47,Europe,Croatia,193137,2010,0,14.31,12.6,4.46,110.18,2.35,12200,15331,33.4,10
Jeanneau,53,53,Europe,Croatia,193144,2010,0,10.75,7.3,3.1,60,1.72,4200,15331,33.4,10
Bavaria,45 Cruiser,44,Europe,Croatia,193744,2013,0,13.6,12.74,4.35,97.18,1.73,12600,15331,33.4,7
Bavaria,45 Cruiser,44,Europe,Croatia,193793,2013,0,13.6,12.74,4.35,97.18,1.73,12600,15331,33.4,7
Elan,45 Impression,44,Europe,Croatia,194108,2017,0,13.85,11.44,4.18,99.26,1.9,10900,15331,33.4,3
Elan,50 Impression,50,Europe,Croatia,194325,2015,0,15.2,13.76,4.68,126.61,2.23,12867,15331,33.4,5
Elan,450,44,Europe,Croatia,194351,2008,0,13.6,12.52,4.36,94.58,2.25,11302,15331,33.4,12
Dufour,460 GL,46,Europe,Croatia,194401,2016,0,14.15,12.54,4.5,99.68,2.2,10760,15331,33.4,4
Fountaine Pajot,Lipari 41,39,Europe,Croatia,194562,2011,1,11.95,11.82,6.75,67.45,1.1,9800,15331,33.4,9
Jeanneau,53,53,Europe,Croatia,199818,2010,0,10.75,7.3,3.1,60,1.72,4200,15331,33.4,10
Jeanneau,53,53,Europe,Croatia,199818,2011,0,10.75,7.3,3.1,60,1.72,4200,15331,33.4,9
Beneteau,Cyclades 50.5,51,Europe,Croatia,200425,2008,0,15.65,13.18,4.9,99.13,2,12680,15331,33.4,12
Elan,450,44,Europe,Croatia,200425,2008,0,13.6,12.52,4.36,94.58,2.25,11302,15331,33.4,12
Jeanneau,53,53,Europe,Croatia,200425,2011,0,10.75,7.3,3.1,60,1.72,4200,15331,33.4,9
Bavaria,Cruiser 46,46,Europe,Croatia,200425,2017,0,14.27,12.74,4.35,107.95,2.1,12600,15331,33.4,3
Jeanneau,53,53,Europe,Croatia,200433,2011,0,10.75,7.3,3.1,60,1.72,4200,15331,33.4,9
Hanse,455,44,Europe,Croatia,200484,2017,0,13.55,12.2,4.38,102.99,2.25,11600,15331,33.4,3
Jeanneau,Sun Odyssey 50 DS,49,Europe,Croatia,201640,2013,0,15.07,13.12,4.49,101.1,2.15,13400,15331,33.4,7
Elan,514 IMPRESSION,52,Europe,Croatia,202854,2007,0,16.1,13.76,4.68,111.86,2.2,18000,15331,33.4,13
Bavaria,50 Cruiser,49,Europe,Croatia,202854,2011,0,14.99,13.86,4.67,116.59,1.85,12600,15331,33.4,9
Dufour,460 GL,46,Europe,Croatia,204069,2016,0,14.15,12.54,4.5,99.68,2.2,10760,15331,33.4,4
Dufour,460,46,Europe,Croatia,204121,2016,0,12.32,10.74,3.9,80.49,1.65,7800,15331,33.4,4
Hanse,495,50,Europe,Croatia,205284,2012,0,15.4,13.54,4.75,113.62,2.38,14000,15331,33.4,8
Beneteau,Oceanis 41,40,Europe,Croatia,205284,2015,0,12.38,11.3,4.2,83.8,2.05,8450,15331,33.4,5
Jeanneau,Sun Odyssey 449,45,Europe,Croatia,205770,2017,0,13.74,11.99,4.22,90.95,2.19,9640,15331,33.4,3
Jeanneau,Sun Odyssey 449,45,Europe,Croatia,205822,2017,0,13.74,11.99,4.22,90.95,2.19,9640,15331,33.4,3
Lagoon,400,39,Europe,Croatia,206095,2011,1,11.97,11.45,7.25,83.89,1.21,10220,15331,33.4,9
Beneteau,Oceanis 54 ,54,Europe,Croatia,206255,2009,0,16.69,14.99,4.9,123.47,2.31,14322,15331,33.4,11
Beneteau,First 45,46,Europe,Croatia,206308,2008,0,13.87,11.99,4.29,84.91,2.44,12020,15331,33.4,12
X-Yachts,41,41,Europe,Croatia,206470,2007,0,12.35,10.69,3.64,86.49,2.5,6840,15331,33.4,13
Elan,Impression 40,39,Europe,Croatia,206490,2017,0,11.9,10,3.91,76.02,1.8,8000,15331,33.4,3
Bavaria,51 Cruiser,49,Europe,Croatia,206498,2014,0,15,13.45,4.49,127.37,1.85,12600,15331,33.4,6
Jeanneau,Sun Odyssey 449,45,Europe,Croatia,206498,2016,0,13.74,11.99,4.22,90.95,2.19,9640,15331,33.4,4
Dufour,410 GL,40,Europe,Croatia,206551,2014,0,12.4,11.2,4.2,79.9,2.1,8940,15331,33.4,6
Hanse,415,40,Europe,Croatia,206551,2016,0,12.4,11.4,4.17,83.52,2.1,8900,15331,33.4,4
Elan,450,44,Europe,Croatia,209588,2013,0,13.6,12.52,4.36,94.58,2.25,11302,15331,33.4,7
Bavaria,Cruiser 46,46,Europe,Croatia,210142,2017,0,14.27,12.74,4.35,107.95,2.1,12600,15331,33.4,3
Beneteau,Oceanis 54,54,Europe,Croatia,212543,2009,0,13.84,12.8,4.5,99.96,2.16,9547,15331,33.4,11
Beneteau,Oceanis 54,54,Europe,Croatia,212572,2009,0,13.84,12.8,4.5,99.96,2.16,9547,15331,33.4,11
Jeanneau,53,53,Europe,Croatia,212572,2011,0,10.75,7.3,3.1,60,1.72,4200,15331,33.4,9
Elan,Impression 50,50,Europe,Croatia,212572,2015,0,15.2,13.76,4.68,126.61,2.23,12867,15331,33.4,5
Hanse,505,50,Europe,Croatia,212572,2015,0,15.3,13.45,4.75,119.01,2.38,14400,15331,33.4,5
Bavaria,Cruiser 46,46,Europe,Croatia,212572,2018,0,14.27,12.74,4.35,107.95,2.1,12600,15331,33.4,2
Bavaria,Cruiser 46,46,Europe,Croatia,212626,2016,0,14.27,12.74,4.35,107.95,2.1,12600,15331,33.4,4
Jeanneau,Sun Odyssey 49 DS,49,Europe,Croatia,216225,2005,0,14.98,12.9,4.99,90.77,2.15,12701,15331,33.4,15
Jeanneau,Sun Odyssey 469,46,Europe,Croatia,217127,2014,0,14.05,12.54,4.49,92.9,2.24,10809,15331,33.4,6
Bavaria,41 Cruiser,40,Europe,Croatia,217127,2017,0,12.35,10.75,3.96,81.94,2.05,8680,15331,33.4,3
Lagoon,400,39,Europe,Croatia,217261,2010,1,11.97,11.45,7.25,83.89,1.21,10220,15331,33.4,10
Lagoon,400,39,Europe,Croatia,217261,2011,1,11.97,11.45,7.25,83.89,1.21,10220,15331,33.4,9
Hanse,455,44,Europe,Croatia,217401,2017,0,13.55,12.2,4.38,102.99,2.25,11600,15331,33.4,3
Jeanneau,Sun Odyssey 469,46,Europe,Croatia,217431,2014,0,14.05,12.54,4.49,92.9,2.24,10809,15331,33.4,6
Jeanneau,Sun Odyssey 509,50,Europe,Croatia,217431,2015,0,15.38,13.92,4.69,113.9,2.28,13900,15331,33.4,5
Beneteau,Oceanis 48,48,Europe,Croatia,217439,2015,0,14.61,13.11,4.75,104.42,2.16,13296,15331,33.4,5
Lagoon,400,39,Europe,Croatia,217486,2010,1,11.97,11.45,7.25,83.89,1.21,10220,15331,33.4,10
Lagoon,400,39,Europe,Croatia,217486,2011,1,11.97,11.45,7.25,83.89,1.21,10220,15331,33.4,9
Dufour,390,39,Europe,Croatia,217486,2019,0,11.94,10.5,3.99,71,1.95,7700,15331,33.4,1
Jeanneau,Sun Odyssey 509,50,Europe,Croatia,218038,2015,0,15.38,13.92,4.69,113.9,2.28,13900,15331,33.4,5
Dufour,460 Performance,46,Europe,Croatia,218524,2017,0,15.85,13.4,4.5,127.35,2.8,11500,15331,33.4,3
Beneteau,Oceanis 54,54,Europe,Croatia,218533,2009,0,13.84,12.8,4.5,99.96,2.16,9547,15331,33.4,11
Elan,50 Impression,50,Europe,Croatia,218616,2015,0,15.2,13.76,4.68,126.61,2.23,12867,15331,33.4,5
Hanse,455,44,Europe,Croatia,218616,2017,0,13.55,12.2,4.38,102.99,2.25,11600,15331,33.4,3
Lagoon,400,39,Europe,Croatia,218639,2012,1,11.97,11.45,7.25,83.89,1.21,10220,15331,33.4,8
Jeanneau,53,53,Europe,Croatia,218645,2013,0,10.75,7.3,3.1,60,1.72,4200,15331,33.4,7
Lagoon,380,38,Europe,Croatia,220078,2015,1,11.55,11,6.53,77.02,1.15,7260,15331,33.4,5
Jeanneau,Sun Odyssey 509,50,Europe,Croatia,224719,2015,0,15.38,13.92,4.69,113.9,2.28,13900,15331,33.4,5
Beneteau,Oceanis 48,48,Europe,Croatia,224728,2014,0,14.61,13.11,4.75,104.42,2.16,13296,15331,33.4,6
Beneteau,Oceanis 48,48,Europe,Croatia,224728,2015,0,14.61,13.11,4.75,104.42,2.16,13296,15331,33.4,5
X-Yachts,41,41,Europe,Croatia,224776,2007,0,12.35,10.69,3.64,86.49,2.5,6840,15331,33.4,13
Bavaria,41 Cruiser,40,Europe,Croatia,225722,2017,0,12.35,10.75,3.96,81.94,2.05,8680,15331,33.4,3
Bavaria,50 Cruiser,49,Europe,Croatia,226535,2008,0,14.99,13.86,4.67,116.59,1.85,12600,15331,33.4,12
Beneteau,Oceanis 54,54,Europe,Croatia,227117,2009,0,13.84,12.8,4.5,99.96,2.16,9547,15331,33.4,11
Hanse,505,50,Europe,Croatia,227117,2015,0,15.3,13.45,4.75,119.01,2.38,14400,15331,33.4,5
Beneteau,First 50,49,Europe,Croatia,228363,2007,0,14.98,13.26,4.42,110.83,2.39,13780,15331,33.4,13
Hanse,505,50,Europe,Croatia,229092,2015,0,15.3,13.45,4.75,119.01,2.38,14400,15331,33.4,5
Jeanneau,Sun Odyssey 49 DS,49,Europe,Croatia,229578,2007,0,14.98,12.9,4.99,90.77,2.15,12701,15331,33.4,13
Jeanneau,53,53,Europe,Croatia,229578,2011,0,10.75,7.3,3.1,60,1.72,4200,15331,33.4,9
Bavaria,Cruiser 46,46,Europe,Croatia,229578,2015,0,14.27,12.74,4.35,107.95,2.1,12600,15331,33.4,5
Jeanneau,Sun Odyssey 49 DS,49,Europe,Croatia,229587,2007,0,14.98,12.9,4.99,90.77,2.15,12701,15331,33.4,13
Bavaria,50 Cruiser,49,Europe,Croatia,230671,2011,0,14.99,13.86,4.67,116.59,1.85,12600,15331,33.4,9
Jeanneau,Sun Odyssey 49 DS,49,Europe,Croatia,230761,2007,0,14.98,12.9,4.99,90.77,2.15,12701,15331,33.4,13
Jeanneau,53,53,Europe,Croatia,230761,2012,0,10.75,7.3,3.1,60,1.72,4200,15331,33.4,8
Jeanneau,Sun Odyssey 49 DS,49,Europe,Croatia,230792,2007,0,14.98,12.9,4.99,90.77,2.15,12701,15331,33.4,13
Jeanneau,53,53,Europe,Croatia,230792,2013,0,10.75,7.3,3.1,60,1.72,4200,15331,33.4,7
Hanse,505,50,Europe,Croatia,230792,2014,0,15.3,13.45,4.75,119.01,2.38,14400,15331,33.4,6
Dufour,460 GL,46,Europe,Croatia,230792,2017,0,14.15,12.54,4.5,99.68,2.2,10760,15331,33.4,3
Jeanneau, Sun Odyssey 49 DS,49,Europe,Croatia,230802,2007,0,14.98,12.9,4.99,90.77,2.15,12701,15331,33.4,13
Bavaria,41 Cruiser,40,Europe,Croatia,233797,2014,0,12.35,10.75,3.96,81.94,2.05,8680,15331,33.4,6
Beneteau,Oceanis 48,48,Europe,Croatia,233829,2015,0,14.61,13.11,4.75,104.42,2.16,13296,15331,33.4,5
Jeanneau,Sun Odyssey 469,46,Europe,Croatia,236744,2014,0,14.05,12.54,4.49,92.9,2.24,10809,15331,33.4,6
Jeanneau,53,53,Europe,Croatia,236866,2011,0,10.75,7.3,3.1,60,1.72,4200,15331,33.4,9
Jeanneau,53,53,Europe,Croatia,236875,2011,0,10.75,7.3,3.1,60,1.72,4200,15331,33.4,9
Jeanneau,Sun Odyssey 409,40,Europe,Croatia,236926,2019,0,14.78,13.23,4.47,108.98,2.23,11290,15331,33.4,1
Dufour,430 GL,43,Europe,Croatia,239295,2019,0,13.24,11.69,4.3,92,2.1,9700,15331,33.4,1
Beneteau,Oceanis 54,54,Europe,Croatia,240510,2009,0,13.84,12.8,4.5,99.96,2.16,9547,15331,33.4,11
Beneteau,Oceanis 54,54,Europe,Croatia,240520,2009,0,13.84,12.8,4.5,99.96,2.16,9547,15331,33.4,11
Lagoon,400,39,Europe,Croatia,241536,2012,1,11.97,11.45,7.25,83.89,1.21,10220,15331,33.4,8
Lagoon,400,39,Europe,Croatia,241536,2012,1,11.97,11.45,7.25,83.89,1.21,10220,15331,33.4,8
Jeanneau,Sun Odyssey 50 DS,49,Europe,Croatia,241725,2013,0,15.07,13.12,4.49,101.1,2.15,13400,15331,33.4,7
Hanse,455,44,Europe,Croatia,241725,2018,0,13.55,12.2,4.38,102.99,2.25,11600,15331,33.4,2
Lagoon,400,39,Europe,Croatia,241786,2012,1,11.97,11.45,7.25,83.89,1.21,10220,15331,33.4,8
Dufour,460 GL,46,Europe,Croatia,241786,2016,0,14.15,12.54,4.5,99.68,2.2,10760,15331,33.4,4
Beneteau,Oceanis 45,45,Europe,Croatia,241786,2017,0,13.84,12.8,4.5,99.96,2.16,9547,15331,33.4,3
Lagoon,400,39,Europe,Croatia,242507,2013,1,11.97,11.45,7.25,83.89,1.21,10220,15331,33.4,7
Jeanneau,Sun Odyssey 469,46,Europe,Croatia,242818,2014,0,14.05,12.54,4.49,92.9,2.24,10809,15331,33.4,6
Jeanneau,Sun Odyssey 50 DS,49,Europe,Croatia,242939,2013,0,15.07,13.12,4.49,101.1,2.15,13400,15331,33.4,7
Bavaria,51 Cruiser,49,Europe,Croatia,242939,2016,0,15,13.45,4.49,127.37,1.85,12600,15331,33.4,4
Hanse,455,44,Europe,Croatia,245335,2017,0,13.55,12.2,4.38,102.99,2.25,11600,15331,33.4,3
Hanse,455,44,Europe,Croatia,245335,2017,0,13.55,12.2,4.38,102.99,2.25,11600,15331,33.4,3
Jeanneau,53,53,Europe,Croatia,249023,2012,0,10.75,7.3,3.1,60,1.72,4200,15331,33.4,8
Jeanneau,53,53,Europe,Croatia,249782,2011,0,10.75,7.3,3.1,60,1.72,4200,15331,33.4,9
Beneteau,Oceanis 54,54,Europe,Croatia,253837,2009,0,13.84,12.8,4.5,99.96,2.16,9547,15331,33.4,11
Bavaria,56 Cruiser,54,Europe,Croatia,253837,2011,0,16.45,15.63,4.76,144.93,2.46,18596,15331,33.4,9
Hanse,455,44,Europe,Croatia,253837,2017,0,13.55,12.2,4.38,102.99,2.25,11600,15331,33.4,3
Beneteau,Oceanis 45,45,Europe,Croatia,255052,2016,0,13.84,12.8,4.5,99.96,2.16,9547,15331,33.4,4
Elan,Impression 50,50,Europe,Croatia,255052,2017,0,15.2,13.76,4.68,126.61,2.23,12867,15331,33.4,3
Jeanneau,Sun Odyssey 440,44,Europe,Croatia,255052,2019,0,13,12,4.29,78.22,2.2,8561,15331,33.4,1
Jeanneau,Sun Odyssey 50 DS,49,Europe,Croatia,255086,2013,0,15.07,13.12,4.49,101.1,2.15,13400,15331,33.4,7
Bavaria,51 Cruiser,49,Europe,Croatia,255086,2017,0,15,13.45,4.49,127.37,1.85,12600,15331,33.4,3
Elan,50 Impression,50,Europe,Croatia,257481,2017,0,15.2,13.76,4.68,126.61,2.23,12867,15331,33.4,3
Beneteau,Oceanis 48,48,Europe,Croatia,258839,2018,0,14.61,13.11,4.75,104.42,2.16,13296,15331,33.4,2
Lagoon,39,38.4,Europe,Croatia,260208,2014,1,11.7,11.12,6.79,75.9,1.27,11672,15331,33.4,6
Elan,Impression 50,50,Europe,Croatia,261124,2017,0,15.2,13.76,4.68,126.61,2.23,12867,15331,33.4,3
Jeanneau,53,53,Europe,Croatia,261160,2011,0,10.75,7.3,3.1,60,1.72,4200,15331,33.4,9
Lagoon,400,39,Europe,Croatia,264597,2011,1,11.97,11.45,7.25,83.89,1.21,10220,15331,33.4,9
Hanse,505,50,Europe,Croatia,264768,2016,0,15.3,13.45,4.75,119.01,2.38,14400,15331,33.4,4
Lagoon,400,39,Europe,Croatia,264804,2011,1,11.97,11.45,7.25,83.89,1.21,10220,15331,33.4,9
Leopard,39,37.5,Europe,Croatia,265549,2015,1,11.43,10.97,6.02,92.07,1.04,9126,15331,33.4,5
Fountaine Pajot,Lipari 41,39,Europe,Croatia,265811,2013,1,11.95,11.82,6.75,67.45,1.1,9800,15331,33.4,7
Elan,50 Impression,50,Europe,Croatia,265982,2017,0,15.2,13.76,4.68,126.61,2.23,12867,15331,33.4,3
Hanse,455,44,Europe,Croatia,265982,2017,0,13.55,12.2,4.38,102.99,2.25,11600,15331,33.4,3
Lagoon,440,44.6,Europe,Croatia,267025,2006,1,13.61,12.75,7.7,79.9,1.3,12150,15331,33.4,14
Lagoon,440,44.6,Europe,Croatia,267025,2006,1,13.61,12.75,7.7,79.9,1.3,12150,15331,33.4,14
Lagoon,400,39,Europe,Croatia,267025,2013,1,11.97,11.45,7.25,83.89,1.21,10220,15331,33.4,7
Lagoon,400,39,Europe,Croatia,267025,2013,1,11.97,11.45,7.25,83.89,1.21,10220,15331,33.4,7
Lagoon,400 S2,39,Europe,Croatia,267197,2013,1,12.6,12.29,7.49,75.16,1.27,7276,15331,33.4,7
Grand Soleil,50,49,Europe,Croatia,267233,2007,0,15.15,13.42,4.58,138.98,2.9,13000,15331,33.4,13
Grand Soleil,50,49,Europe,Croatia,267244,2007,0,15.15,13.42,4.58,138.98,2.9,13000,15331,33.4,13
Hanse,540e,52,Europe,Croatia,267244,2008,0,16.08,14.6,4.91,133.32,2.8,18700,15331,33.4,12
Lagoon,440,44.6,Europe,Croatia,267301,2006,1,13.61,12.75,7.7,79.9,1.3,12150,15331,33.4,14
Elan,50,50,Europe,Croatia,270877,2017,0,13.6,12.52,4.36,94.58,2.25,11302,15331,33.4,3
Elan,Impression 50,50,Europe,Croatia,273270,2017,0,15.2,13.76,4.68,126.61,2.23,12867,15331,33.4,3
Jeanneau,Sun Odyssey 54 DS,55,Europe,Croatia,278165,2007,0,16.74,14.78,4.85,112.78,1.98,17000,15331,33.4,13
Bavaria,56 Cruiser,54,Europe,Croatia,278165,2015,0,16.45,15.63,4.76,144.93,2.46,18596,15331,33.4,5
Elan,50 Impression,50,Europe,Croatia,278165,2018,0,15.2,13.76,4.68,126.61,2.23,12867,15331,33.4,2
Jeanneau,Sun Odyssey 519,51,Europe,Croatia,279137,2016,0,15.75,13.92,4.67,113.99,2.26,13900,15331,33.4,4
Bavaria,56 Cruiser,54,Europe,Croatia,279380,2011,0,16.45,15.63,4.76,144.93,2.46,18596,15331,33.4,9
Bavaria,Cruiser 46,46,Europe,Croatia,280595,2015,0,14.27,12.74,4.35,107.95,2.1,12600,15331,33.4,5
Jeanneau,Sun Odyssey 519,51,Europe,Croatia,285454,2016,0,15.75,13.92,4.67,113.99,2.26,13900,15331,33.4,4
Beneteau,Oceanis 45,45,Europe,Croatia,285526,2017,0,13.84,12.8,4.5,99.96,2.16,9547,15331,33.4,3
Beneteau,Oceanis 48,48,Europe,Croatia,290324,2017,0,14.61,13.11,4.75,104.42,2.16,13296,15331,33.4,3
Jeanneau,Sun Odyssey 490,48,Europe,Croatia,291527,2019,0,12.34,11,3.99,71.81,2.1,7450,15331,33.4,1
Jeanneau,Sun Odyssey 44 DS,44,Europe,Croatia,297601,2014,0,13.34,12,4.24,77.57,2.2,9750,15331,33.4,6
Jeanneau,Sun Odyssey 479,46,Europe,Croatia,297601,2017,0,14.05,12.54,4.49,42.4,2.24,10809,15331,33.4,3
Hanse,455,44,Europe,Croatia,300637,2017,0,13.55,12.2,4.38,102.99,2.25,11600,15331,33.4,3
Jeanneau,Sun Odyssey 49 Owners Version,49,Europe,Croatia,301245,2019,0,14.98,12.9,4.99,90.77,2.15,12701,15331,33.4,1
Solaris,48,48,Europe,Croatia,302418,2009,0,14.9,14.16,4.4,128.58,2.6,12800,15331,33.4,11
Bavaria,56 Cruiser,54,Europe,Croatia,302459,2013,0,16.45,15.63,4.76,144.93,2.46,18596,15331,33.4,7
Beneteau,Oceanis 46.1,47,Europe,Croatia,302459,2019,0,14.6,13.24,4.5,88.6,2.35,10597,15331,33.4,1
Beneteau,First 50,49,Europe,Croatia,302472,2008,0,14.98,13.26,4.42,110.83,2.39,13780,15331,33.4,12
Bavaria,56 Cruiser,54,Europe,Croatia,303674,2014,0,16.45,15.63,4.76,144.93,2.46,18596,15331,33.4,6
Bavaria,56 Cruiser,54,Europe,Croatia,308533,2015,0,16.45,15.63,4.76,144.93,2.46,18596,15331,33.4,5
Lagoon,400,39,Europe,Croatia,309506,2016,1,11.97,11.45,7.25,83.89,1.21,10220,15331,33.4,4
Jeanneau,Sun Odyssey 490,48,Europe,Croatia,309748,2019,0,12.34,11,3.99,71.81,2.1,7450,15331,33.4,1
Jeanneau,Sun Odyssey 490,48,Europe,Croatia,309760,2019,0,12.34,11,3.99,71.81,2.1,7450,15331,33.4,1
Lagoon,440,44.6,Europe,Croatia,313147,2008,1,13.61,12.75,7.7,79.9,1.3,12150,15331,33.4,12
Lagoon,440,44.6,Europe,Croatia,313471,2008,1,13.61,12.75,7.7,79.9,1.3,12150,15331,33.4,12
Fountaine Pajot,Salina 48,47,Europe,Croatia,315454,2009,1,14.3,13.59,7.8,130.99,1.1,10841,15331,33.4,11
Nautitech,40 Open,39.5,Europe,Croatia,315575,2015,1,11.98,11.94,6.91,90.95,1.35,8502,15331,33.4,5
Hanse,455,44,Europe,Croatia,317296,2017,0,13.55,12.2,4.38,102.99,2.25,11600,15331,33.4,3
Hanse,508,50,Europe,Croatia,321166,2019,0,15.55,13.54,4.75,117.8,2.4,14700,15331,33.4,1
Dufour,460 GL,46,Europe,Croatia,321895,2019,0,14.15,12.54,4.5,99.68,2.2,10760,15331,33.4,1
Lagoon,400,39,Europe,Croatia,326499,2016,1,11.97,11.45,7.25,83.89,1.21,10220,15331,33.4,4
Lagoon,400 S2,39,Europe,Croatia,326753,2016,1,12.6,12.29,7.49,75.16,1.27,7276,15331,33.4,4
Lagoon,39,38.4,Europe,Croatia,333781,2017,1,11.7,11.12,6.79,75.9,1.27,11672,15331,33.4,3
Hanse,505,50,Europe,Croatia,334042,2017,0,15.3,13.45,4.75,119.01,2.38,14400,15331,33.4,3
Jeanneau,Sun Odyssey 479,46,Europe,Croatia,334055,2017,0,14.05,12.54,4.49,42.4,2.24,10809,15331,33.4,3
Bavaria,C45 Holiday,45,Europe,Croatia,334126,2018,0,14.03,12.2,4.2,123.38,2.2,11500,15331,33.4,2
Elan,50,50,Europe,Croatia,335256,2019,0,13.6,12.52,4.36,94.58,2.25,11302,15331,33.4,1
Lagoon,450,45.8,Europe,Croatia,338302,2012,1,13.96,13.26,7.87,129.88,1.3,15003,15331,33.4,8
Lagoon,400,39,Europe,Croatia,338636,2015,1,11.97,11.45,7.25,83.89,1.21,10220,15331,33.4,5
Lagoon,450,45.8,Europe,Croatia,339267,2012,1,13.96,13.26,7.87,129.88,1.3,15003,15331,33.4,8
Lagoon,400,39,Europe,Croatia,339850,2013,1,11.97,11.45,7.25,83.89,1.21,10220,15331,33.4,7
Hanse,575,56,Europe,Croatia,340069,2013,0,17.15,15.15,5.2,140.75,2.85,19500,15331,33.4,7
Beneteau,Oceanis 54,54,Europe,Croatia,340115,2010,0,13.84,12.8,4.5,99.96,2.16,9547,15331,33.4,10
Lagoon,400 S2,39,Europe,Croatia,340115,2013,1,12.6,12.29,7.49,75.16,1.27,7276,15331,33.4,7
Bavaria,51 Cruiser,49,Europe,Croatia,342393,2017,0,15,13.45,4.49,127.37,1.85,12600,15331,33.4,3
Fountaine Pajot,Lipari 41,39,Europe,Croatia,342763,2013,1,11.95,11.82,6.75,67.45,1.1,9800,15331,33.4,7
Nautitech,40,39.5,Europe,Croatia,345919,2016,1,12.09,12.09,6.48,86.96,1.19,7400,15331,33.4,4
Nautitech,40 Open,39.5,Europe,Croatia,345919,2016,1,11.98,11.94,6.91,90.95,1.35,8502,15331,33.4,4
Nautitech,40 Open,39.5,Europe,Croatia,345919,2016,1,11.98,11.94,6.91,90.95,1.35,8502,15331,33.4,4
Lagoon,440,44.6,Europe,Croatia,347755,2009,1,13.61,12.75,7.7,79.9,1.3,12150,15331,33.4,11
Bavaria,51 Cruiser,49,Europe,Croatia,350744,2017,0,15,13.45,4.49,127.37,1.85,12600,15331,33.4,3
Hanse,508,50,Europe,Croatia,352019,2019,0,15.55,13.54,4.75,117.8,2.4,14700,15331,33.4,1
Lagoon,42,42.5,Europe,Croatia,359017,2019,1,12.95,11.81,6.91,103.96,1.35,7507,15331,33.4,1
Lagoon,450,45.8,Europe,Croatia,362911,2012,1,13.96,13.26,7.87,129.88,1.3,15003,15331,33.4,8
Leopard,44,42.5,Europe,Croatia,362911,2014,1,12.98,12.7,7.25,122.91,1.27,12615,15331,33.4,6
Lagoon,400,39,Europe,Croatia,362911,2017,1,11.97,11.45,7.25,83.89,1.21,10220,15331,33.4,3
